row_id,description,latlon,tokens_used
II,"RICHARD MAULDIN, 200 acs. (N.
L.), King Wm. Co., in St. John’s Par;
on SE side of Downs’ Branch; 13 ","37°41'20.00000""N 77°01'40.00000""W",138
II,"RICHARD TURNER, 380 acs. (N.
L.), King Wm. Co., in St, John’s Par;
on brs. of Jack pond Sw. & Poleca","37°47'57.00000""N 77°06'20.00000""W",143
II,"JAMES COX, 120 acs. (N. L.),
King Wm. Co., in St. John’s Par; on
Page’s line on up. side of a br. of","37°41'23.00000""N 77°00'45.00000""W",184
II,"SAMUEL NORMENT, 430 acs. (N.
L.), King Wm. Co., in St. John’s Par;
CAVALIERS AND PIONEERS
bet. brs. ","37°41'00.00000""N 77°00'00.00000""W",190
II,"RICHARD TURNER, 400 acs, (N.
L.), King Wm. Co; above the Rangers
path by N. side of the Reedy Sw; 13","37°41'55.00000""N 77°00'30.00000""W",139
II,"SAMUEL NORMENT, 325 acs. (N.
L.), King Wm. Co; above mouth of
Reedy Sw., on Matapony River; about
34","37°41'23.00000""N 77°00'45.00000""W",149
II,"DAVID POWERS, of King Wm.
Co; 400 acs. (N. L.), Hanover Co; on
both sides of Cattail Sw., issueing i","[37]°[45]'[00.00000]""N [077]°[30]'[00.00000]""W",172
II,"EDWARD TROTMAN, 390 acs. (N.
L.), Hanover Co; on_both sides of
Turkey Cr; adj. John Glen; & Thomas
M","37°46'35.00000""N 77°30'00.00000""W",140
II,"JOHN .GLEN, 385 acs. (N. L.),
Hanover Co., on both sides the Southanna (Riv.) & Turkey Cr; adj, Nich","[37]°[48]'[00.00000]""N [77]°[30]'[00.00000]""W",174
II,"THOMAS MASSIE, of New Kent
Co; 387 acs. (N. L.), Hanover Co; on
both sides of Turkey Cr; 13 Nov. 172","37°44'30.00000""N 77°20'00.00000""W",134
II,"ANTHONY WADDY, of New Kent
Co; 400 acs, (N. L.), Hanover Co; on
lower side of Locust Cr; 13 Nov. 172","37°44'22.00000""N 77°20'30.00000""W",136
II,"EDWARD BULLOCK, 300 acs. (N.
L.), Hanover Co; on upper side of
Bever Dam Cr; adj. Benjamin Brown;
& ","[37]°[51]'[00.00000]""N [77]°[30]'[00.00000]""W",146
II,"CICILIA ANDERSON, Widow; 400
acs. (N. L.), Hanover Co; on N. side
of the New Found River: on William","[37]°[45]'[00.00000]""N [77]°[30]'[00.00000]""W",151
II,"DAVID ANDERSON, of King Wm.
Co; 400 acs. (N. L.), Hanover Co; on
lower side of Taylor's Cr; adj. sur","[37]°[45]'[00.00000]""N [77]°[30]'[00.00000]""W",168
II,"DAVID THOMSON, 400 acs. (N.
L.), Hanover Co; on upper side of
Jones’ Sw; 13 Nov. 1721, p. 77. 40
Shi","[37]°[45]'[00.00000]""N [77]°[30]'[00.00000]""W",139
II,"JOHN TUCKER, 100 acs. (N. L.),
Pr. Geo. Co; on W, side of Mowhipponock Cr; adj. Henry Mays, in his o","37°13'53.00000""N 77°17'45.00000""W",146
II,"JOS. WYNNE, 153 acs. (N. L.),
Pr. Geo. Co; on both sides of Stony
Cr., above his plantation; on Capt","[37]°[02]'[30.00000]""N [77]°[24]'[00.00000]""W",154
II,"ROBERT DAVIS, 108 acs. (N. L.),
Pr. Geo, Co; on N. side of the White
Oak Sw; adj. Christopher Robers","37°14'36.00000""N 77°17'24.00000""W",139
II,"PETER JONES, 393 acs. (N. L.),
Pr. Geo. Co; on both sides of the great
Cr., on N. side of Nottoway R","37°12'03.00000""N 77°23'15.00000""W",146
II,"ROGER REECE, 100 acs. (N. L.),
Pr. Geo. Co; adj, Col. Edward Hill’s
Burley tract; in a br. called Tu","37°14'00.00000""N 77°17'00.00000""W",164
II,"EDWARD MITCHELL, 283 acs. (N.
L.), Pr. Geo. Co; on S. side of White
Oak Sw; on William Griggs’ line;","37°13'25.00000""N 77°24'30.00000""W",142
II,"WILLIAM COLEMAN, JUNR., 185
acs. (N. L.). Pr. Geo. Co; on E, side
of the gr. branch of Mawhipponack ","37°05'12.00000""N 77°58'48.00000""W",150
II,"HENRY LEADBITER, JUNR., 98
acs, (N. L.), Pr. Geo. Co; on S. side of
the Ashen Br; adj. Charles Willi","37°13'20.00000""N 77°24'30.00000""W",143
II,"RICHARD BUTLER,: 140 acs. (N.
L.), Pr. Geo. Co; on a br. of the gr.
br. of Joseph’s Sw., that emptys","37°12'00.00000""N 77°24'00.00000""W",148
II,"CUTHBERT WILLIAMSON, 85 acs.
(N. L.), Pr. Geo. Co; on N. side of
Jones’ Hole Sw; on his own.-land; a","37°14'30.00000""N 77°17'30.00000""W",154
II,"CHRISTOPHER DAVIS, JUNR.,
100 acs. (N. L.), Pr. Geo. Co; on both
sides of Warwick Sw; adj. Thomas
Mi","37°13'15.00000""N 77°24'30.00000""W",142
II,"JOHN BREWER, 145 acs. (N. L.),
Pr. Geo. Co; on W. side of Tanner’s
Run, adj. Col. Edward Hill; & Pat","37°13'45.00000""N 77°15'30.00000""W",149
II,"JOHN EVANS, 350 acs. (N. L.),
Pr. Geo. Co; on both sides of Sappone
Cr; at the Trading Br. near the ","37°14'29.00000""N 77°15'30.00000""W",148
II,"ABRAHAM BRUSE, 154 acs. (N.
L.), Norf. Co; on W. side of the W.
br. of Eliz. River; adj. Col. Thomas","36°51'30.00000""N 76°17'30.00000""W",184
II,"LEMUEL NEWTON, 404 acs. (N.
L.), Norf, Co., Eliz. River Par; at head
of the Indian Creeks; adj. Capt","36°51'12.00000""N 76°17'24.00000""W",144
II,"LEMUEL WILSON & LEMUEL
NEWTON, 281 acs. (N. L.), Norf.
Co; at head of the Southern Br., of
Eliz. Riv","[36]°[47]'[00.00000]""N [76]°[15]'[00.00000]""W",163
II,"HENRY ARMISTEAD, GENT., 400
acs, (Lapsed L.), King Wm. Co; on S.
side of the S. fork of the South Ri","[37]°[40]'[00.0000]""N [77]°[00]'[00.0000]""W",213
II,"ROBERT BOLLING, GENT., 2664
acs. (N. L.), Pr. Geo, Co; on up. side
of Nummissen Cr; below the Beaver","37°13'30.00000""N 77°30'00.00000""W",155
II,"THOMAS RAVENSCROFT, WILLIAM HAMLIN, & WILLIAM EPES,
2593 acs., (N. L.), Pr. Geo. Co; on
lower side o","37°13'45.00000""N 77°24'30.00000""W",312
II,"HARRY BEVERLEY, 1830 acs., (N.
L.), King Wm. Co; on S. side of Matapony Riv; at mouth of the run of ","37°40'00.00000""N 77°00'00.00000""W",187
II,"JOHN DANDRIDGE, 32 poles
(Lapsed L.), Eliz, City Co; in Hampton
River, adj. Hampton Town; on E. side","[37]°[01]'[34.0000]""N [76]°[20]'[36.0000]""W",415
II,"RICHARD HARRIS, of Hanover Co.,
2570 acs. (Lapsed L.), New Kent Co.,
in St. Peter’s Par; beg. on Lit","[37°35'00.0000""N 77°00'00.0000""W]",339
II,"THOMAS TERRY & JOHN CHILES,
Churchwardens of St. Margaret’s Par.,
& their successors, for use of sd.","[37]°[41]'[00.0000]""N [77]°[00]'[00.0000]""W",200
II,"THOMAS FARRAR, 400 acs. (N.
L.), Henrico Co; on N. side of James
Riv; adj. Thomas Wadkins, on E. sid","37°27'52.00000""N 77°23'45.00000""W",155
II,"AUGUSTINE SMITH, 4000 acs.,
Spotsylvania Co., in St. George’s Par;
adj. Robert Carter, Esqr., by low","[38]°[21]'[33.00000]""N [77]°[36]'[45.00000]""W",168
II,"ROBERT MUMFORD & JOHN
ANDERSON, Gentlemen, 2811  acs.,
(N. L.), Brunswick Co; in a fork of
Cock’s Cr","36°45'30.00000""N 77°50'00.00000""W",144
II,"EDWARD RIPPING, of York Co;
5000 acs, (N. L.), Spotsylvania Co., in
St. George’s Parish; 26 May 1722","[38]°[12]'[00.00000]""N [77]°[35]'[00.00000]""W",141
II,"THOMAS RANDOLPH, GENT., 670
acs, (Lapsed L.), Henrico Co: on S.
side of James Riv; 3 June 1722, p. 8","[37]°[32]'[00.00000]""N [77]°[36]'[00.00000]""W",207
II,"SAME. 1000 acs, (N. L.); same
Co., & date; p. 91. S. side of James
Riv., on Fine Creek; on line of T","37°28'00.00000""N 77°47'00.00000""W",157
II,"LARKIN CHEW, 9400 acs. (N. L.).
Spotsylvania Co., in St. George’s Par;
cn S. side of Mattapony Riv; ","[38]°[11]'[00.0000]""N [77]°[35]'[00.0000]""W",210
II,"SAME. 3800 acs. (N. L.); same location, & date; p. 92, On N, side of
Mattapony River; by a poison fi","37°45'00.00000""N 76°48'00.00000""W",149
II,"SAME. 2400 acs, (N. L.); same location, & date; page 93. On S. side of
Mattapony Riv; on Harry Bever","37°45'00.00000""N 77°00'00.00000""W",146
II,"JOHN WALLER, of King Wm. Co;
1000 acs. (N. L.), Spotsylvania Co; on
N. side the Northanna (Riv.), & ","38°05'12.00000""N 77°37'48.00000""W",149
II,"GAWIN CORBIN, GENT., of K, &
Q. Co; 3000 acs., (N. L.), Spotsylvania
Co; adj. the Governor’s land, &","[38]°[17]'[00.0000]""N [77]°[34]'[00.0000]""W",342
II,"THOMAS WATKINS, 22 acs. (N.
L.), James City Co., in Wilmington
Par; on S. side of Diascun Sw; at
mou","[37]°[20]'[00.0000]""N [76]°[48]'[00.0000]""W",274
II,"BRYANT DAUGHTREY, 207 acs.
(N. L.), Up. Par. of Nansemond Co;
near head of the Grave Sw; adj. Willia","[36]°[47]'[48.00000]""N [76]°[37]'[12.00000]""W",164
II,"RICHARD HUDSON, 187 acs. (N.
L.), Pr. Geo. Co; adj. Hall Hudson,
John Ellington; John Spain; & Ragso","37°13'45.00000""N 77°24'15.00000""W",141
II,"EDWARD GOODRICH, of Pr. Geo.
Eo; 300 acs. (N. L.), Surry Go; of
S. side of the Three Crecks; adj. Jo","[36]°[45]'[00.00000]""N [77]°[15]'[00.00000]""W",163
II,"ARTHUR KAVENAUGH, 165 acs.
(N, L.), Surry Co; on S. side of
Maherin River; adj. Matthew Smart;
22 Ju","36°44'01.00000""N 77°05'00.00000""W",135
II,"SAME. 300 acs. (N. L.); same Co.,
& date; page 100. On both sides of
Maherrin River; cor. of Robert ","36°52'30.00000""N 77°52'30.00000""W",133
II,"HENRY WYCHE, 370 acs. (N. L.),
Surry Co; on N.. side of Maherin Riv;
cor. of Robert Hix; by the Mier","36°45'00.00000""N 77°15'00.00000""W",158
II,"JOHN WEST, 271 acs. (N. L.), Pr.
Geo. Co; on N. side of Hatcher’s Run;
adj. Niccolas Vaughan; 22 Jun","[37]°[01]'[13.00000]""N [077]°[25]'[00.00000]""W",144
II,"JAMES BAUGH, 199 acs. (N. L.),
Pr. Geo. Co; on E. side of the gr. br.
of Chamberlaine’s bead; adj. H","37°14'30.00000""N 77°24'30.00000""W",146
II,"GEORGE BOOTH, of Surry Co;
202% acs, (N. L.), Pr. Geo, Co; on
both sides of Turkey Egg Cr; 22 Juné
1","37°13'10.00000""N 77°14'30.00000""W",137
II,"DAVID LEWIS, of New Kent Co;
100 acs. (Lapsed L.), King Wm. Co;
on N. side of Pamunkey Riv; adj.
Tho","37°41'00.00000""N 77°00'00.00000""W",176
II,"JOHN WILKINS, 40 acs. (N. L.),
King Wm. Co; on both sides of ‘east
North east now Pousbery Brook,” o","[37]°[47]'[00.00000]""N [77]°[06]'[00.00000]""W",164
II,"ROBERT CHARLESWORTH, 425
acs. (N. L.), King Wm. Co., in Se:
John’s Par., on brs. of Polecatt & the
R","37°41'00.00000""N 77°00'00.00000""W",190
II,"WILLIAM BINING, 400 acs, (N.
L., King Wm. Co., in St. John’s Par;
on both sides of Topping Castle Ro","37°41'12.00000""N 77°00'36.00000""W",187
II,"ROBERT CHARLESWORTH &
JOSEPH FULCHER, 400 acs. (N, L.),
King Wm. Co., in St. John’s Par; on
brs. of ","37°41'20.00000""N 77°00'30.00000""W",174
II,"ROBERT HINDS, 270 acs. (N. L.),
King Wm, Co; on S. side of the Middle
tiver; adj. Rice Williams; Joh","37°41'30.00000""N 77°00'00.00000""W",153
II,"JAMES CARY, 400 acs. (N. L.),
King Wm. Co., in St. John’s Par; on
§. side of the N. fork of the Reed","37°41'58.00000""N 77°00'00.00000""W",144
II,"EDWARE WARE, 815 acs. (O. &
N.L.), K. & Q. Co., in Stratton Major
Par; on S. side of the Dragon Sw; ","[37]°[36]'[00.0000]""N [76]°[52]'[00.0000]""W",278
II,"JOSEPH GRAY, 65 acs. (N. L.},
K. & Q. Co., in St. Stephen’s Par; on
W. side of Acquintanocco Sw; adj","37°41'23.00000""N 76°57'42.00000""W",154
II,"DANIEL CROOM, 400 acs. (N. L.),
Henrico Co; on S. side of James Riv.,
on a Br. of Jones’ Cr; near he","[37]°[22]'[30.00000]""N [77]°[24]'[00.00000]""W",165
II,"THOMAS WILSON, 59 acs. (N.
L.), Henrico Co., in Bristol] Par; on
N. side of Appomatuck Riv; on line ","[37]°[18]'[00.00000]""N [77]°[24]'[00.00000]""W",166
II,"JOHN JONES, 52 acs. (N. L.),
Henrico Co; on S. side of James Riv;
adj. Marian Mallett; on N. side of","[37]°[22]'[30.00000]""N [77]°[24]'[00.00000]""W",168
II,"BENJAMIN WATKINS, 500 acs.
(N. L.), Henrico Co; S. side of James
River; 22 June 1722, p. 109. 50 Shi","[37]°[22]'[00.00000]""N [77]°[25]'[00.00000]""W",139
II,"BENJAMIN WOODSON, 178 acs.
(N. L.), Henrico Co; N. side of James
Riv; on Rockey Run, on line of Mr.
","[37]°[28]'[00.00000]""N [077]°[25]'[00.00000]""W",152
II,"DAVID PATTISON, 337 acs. (N.
L.), Henrico Co; on N, side of James
Riv; adj. Charles Christian; 22 Ju","37°25'30.00000""N 77°22'30.00000""W",135
II,"ANTHONY RAPEEN, 400 acs. (N.
L.). Henrico Co; on S. side of James
Riv; cor. of his French land; on J","37°21'10.00000""N 77°21'30.00000""W",143
II,"THOMAS GENT, 150 acs. (N. L.),
Pr. Geo. Co: on both sides of the
Little Cattail Run of Moccosoneck C","[37]°[14]'[30.00000]""N [77]°[17]'[30.00000]""W",149
II,"NICHOLAS OVERBY, 16 acs. (N.
L.), Pr. Geo. Co; being part of Pleasants Islands, in Appomattox Riv; t","37°14'00.00000""N 77°22'00.00000""W",184
II,"PETER JONES, JUNR., 233 acs, (N.
L.), Pr. Geo. Co; on E. side of the
Deep Cr; against John West's Is","37°13'00.00000""N 77°23'00.00000""W",139
II,"MATTHEW ANDERSON, 293 acs.
(CN. L.), Pr. Geo. Co; on W. side of
Butterwood Sw; below his plantation,","37°12'34.00000""N 77°32'10.00000""W",140
II,"JOHN HARROWELL, 183 acs. (N.
L.), Pr. Geo. Co; on N. side of Nottoway Riv., adj. his father Samuel H","37°12'34.00000""N 77°36'45.00000""W",141
II,"JAMES FRANKLING, JUNR., of
Henrico Co; 152 acs. (N. L.), Pr. Geo.
Co; on both sides of Numminsseen C","37°14'35.00000""N 77°30'30.00000""W",157
II,"JOHN NANCE, 150 acs. (N.
Pr. Geo, Co; on Hatcher’s Run,
Samuel Sentall; 22 June 1722, p.
15 Shill.
L","37°01'00.00000""N 77°32'00.00000""W",131
II,"WILLIAM DAVIS, 270 acs. (N. L.).
Pr. Geo, Co; known by the name of the
Rich Neck, on Buckskin Cr; at","37°13'45.00000""N 77°24'30.00000""W",153
II,"JOS. PATTYSON, 322 acs. (N. L.),
Pr. Geo. Co; on S. side of Appomattox
Riv; on the Otterdam Br., bel","[37]°[13]'[00.0000]""N [77]°[24]'[00.0000]""W",163
II,"JOHN FITZGERALD, 182 acs. (N.
L.), Pr. Geo. Co; on S. side of White
Oak Sw., adj. his own land; 22 J","[37]°[13]'[00.00000]""N [77]°[17]'[00.00000]""W",148
II,"ROBERT MOODY, 151 acs. (N.
L.), Pr. Geo. Co; on §. side of of
White Oak Sw; above the Settlement
bet","37°12'34.00000""N 77°24'50.00000""W",146
II,"DAVID WILLIAMS, 60 acs. (N.
L.), Pr. Geo. Co; adj. his plantation at
the Horse Pen Br. of Sappone Cr","37°13'35.00000""N 77°24'30.00000""W",143
II,"JOHN FITZGERRALD, 400 acs. (N.
L.), Pr. Geo. Co; on S. side of White
Oak Sw; 22 June 1722, p. 116. 4","[37]°[10]'[00.00000]""N [77]°[22]'[00.00000]""W",143
II,"JOS. TUCKER, 180 acs. (N. L.),
Pr. Geo. Co; om head of the Reedy Br.
of Sappone Cr., adj. Geo, Tillm","[37]°[13]'[00.00000]""N [77]°[17]'[00.00000]""W",159
II,"HALL HUDSON, 254 acs. (N. L.),
Pr. Geo. Co; on both sides of Ellington’s Br; at John Ellington’s cor","[37]°[13]'[00.00000]""N [77]°[24]'[00.00000]""W",148
II,"GODFREY RAGSDELL, of Henrico
Co; 320 acs. (N. L.), Pr. Geo. Co; adj.
John Ellington; & John Tucker; ","37°14'38.00000""N 77°23'12.00000""W",142
II,"STEPHEN EVENS, 202% acs. (N.
L.), Pr. Geo, Co; on both sides of
Sappone Cr; above the Horse Pen
(Br.","37°14'03.00000""N 77°17'00.00000""W",145
II,"DRURY OLIVER, of Henrico Co;
300 acs. (N. L.), Pr. Geo. Co; on head
of Hatcher’s Run; adj. John Bann","[37]°[10]'[00.00000]""N [77]°[30]'[00.00000]""W",158
II,"JOHN PATTYSON, 400 acs. (N.
L.), Pr. Geo. Co; on lower side of
Chamberlain’s bead; &c; 22 June 1722,","[37]°[14]'[00.00000]""N [77]°[17]'[00.00000]""W",145
II,"RICHARD NANCE, 142 acs. (N.
L.), Pr. Geo. Co; on S. side of Gravilly
Run, & on both sides of the gr.","37°13'12.00000""N 77°23'24.00000""W",160
II,"HENRY EMBRY, 400 acs. (N. L.),
Pr. Geo. Co; on S. side of Nottoway
Riv; adj. his first survey; 22 Ju","[36]°[57]'[00.00000]""N [77]°[12]'[00.00000]""W",172
II,"JOHN SMITH, son of Richard Smith,
182 acs, (N. L.), Pr. Geo. Co; on
both sides of Cattail Run; 22 Ju","37°13'30.00000""N 77°24'00.00000""W",134
II,"RICHARD TALLY, 99 acs. (N. L.),
Pr. Geo. Co; on S. side of Appomattox
CAVALIERS AND PIONEERS
Riv., b","37°13'45.00000""N 77°28'30.00000""W",164
II,"JOSEPH STROUD, 150 acs. (N. L.),
Pr. Geo. Co; on both sides of Sappone
Cr; above his house; 22 June ","37°14'44.00000""N 77°24'00.00000""W",137
II,"WILLIAM COOTON, 81 acs. (N.
L.), Pr. Geo. Co; on S. side of Joseph’s
Sw.. & on both sides of Nottowa","[37]°[10]'[12.0000]""N [77]°[24]'[36.0000]""W",162
II,"WILLIAM PETTYPOOLE, JUNR.,
50 acs. (N. L.), Pr. Geo. Co; on both
sides of Sappone Cr; adj. Joseph
St","[37]°[12]'[00.00000]""N [77]°[23]'[00.00000]""W",152
II,"DRURY BOLLING, GENT., 972
acs. (N. L.) Pr, Geo. Co; on W. side
of Tucker’s Br. of Nummisseen Cr; adj","37°13'45.00000""N 77°24'30.00000""W",154
II,"STITH BOLLING, GENT., of Surry
Co; 1340 acs. (N. L.), Pr. Geo. Co;
on both sides of Buckskin Cr; opp","[37]°[12]'[30.00000]""N [77]°[15]'[00.00000]""W",169
II,"SAMUEL SENTALL, 400 acs. (N.
L.), Pr. Geo. Co; on both sides of
Hatcher’s Run; adj, Richard Hudson;
","[37]°[11]'[33.0000]""N [77]°[30]'[15.0000]""W",144
II,"THOMAS MICHELL, son of William Michell; 142 acs. (N. L.), Pr.
Geo. Co; on ub. or W. side of Manhippo","[38]°[00]'[00.00000]""N [77]°[00]'[00.00000]""W",186
II,"RICHARD CARLISLE, 177 acs. (N.
L.), Pr. Geo. Co; on S. side of Joseph’s
Sw; adj. Tho. Dean; & Richar","37°13'45.00000""N 77°24'30.00000""W",145
II,"THOMAS CLAY, 168 acs. (N. L.),
Pr. Geo. Co; adj. land whereon he
lives, on up. side of Nummisseen Cr","37°13'45.00000""N 77°24'30.00000""W",158
II,"THOMAS NUNNALLY, 146 acs.
(N. L.), Pr. Geo, Co; on S. side of
Butterwood Sw; adj. Jos. Pritchett; 22","37°12'37.00000""N 77°34'12.00000""W",143
II,"LEDBITER JONES, 167 acs. (N.
L.), Pr. Geo. Co; on both sides of
George's Br. of Nummisseen Cr; 22
Ju","37°13'18.00000""N 77°24'30.00000""W",139
II,"CHARLES HOWELL, 100 acs. (N.
L.), Pr. Geo. Co; on both sides of Bear
Sw., above George Still’s corn ","37°14'22.00000""N 77°24'38.00000""W",144
II,"JOHN BROWDER, 100 acs. (N.
L.), Pr. Geo. Co; on both sides of
Gravelly Run, adj. up. side of George
","37°12'02.00000""N 77°24'00.00000""W",139
II,"NICHOLAS OVERBY, SENR., 292
acs. (N, L.), Pr. Geo. Co; on low.
side of Willis’ Cr., above William
An","37°12'45.00000""N 77°58'30.00000""W",142
II,"MICHAEL HILL, 225 acs. (N. L.),
Pr. Geo. Co; on S, side of Jones’ Hole
Swamp, 22 June 1722, p. 128. ","37°12'30.00000""N 77°15'00.00000""W",135
II,"JOS. GRANGER, 287 acs. (N. L.),
Pr. Geo. Co; on S. side of Appomattox
Riv; by the Beaver Pond on Maw","[37]°[12]'[00.0000]""N [77]°[24]'[00.0000]""W",169
II,"NICHOLAS OVERBY, SENR., 95
acs, (N. L.), Pr. Geo. Co; adj. land
whereon he lives, & land of John Wes","[37]°[13]'[00.00000]""N [77]°[34]'[00.00000]""W",155
II,"RICHARD RAYNES, 275 acs. (N.
L.), Pr. Geo. Co; on N. side of Butterwood Sw; 22 June 1722, p. 129. 30","37°13'30.00000""N 77°32'30.00000""W",133
II,"SITH PETTYPOOLE, 134 acs. (N.
L.), Pr. Geo. Co; bet. Drury Bolling’s
land & the Middle Cr; adj. Char","37°14'23.00000""N 77°28'00.00000""W",144
II,"WILLIAM SCOGIN, 150 acs. (N.
L.), Pr. Geo. Co; on both sides of
Hatcher’s Run; by
June 1722, p. 130.","[37]°[10]'[30.00000]""N [77]°[30]'[00.00000]""W",147
II,"GEORGE ANDREW BROWDER,
264 acs. (N. L.), Pr. Geo. Co; on both
sides of Gravelly Run; adj. John Browd","[37]°[10]'[00.00000]""N [77]°[24]'[00.00000]""W",150
II,"JOSHUA POYTHRES, 333 acs. (N.
L.), Pr. Geo. Co; on N. side of Moccosoneck Cr; along line of William
","[37]°[14]'[00.0000]""N [77]°[16]'[00.0000]""W",189
II,"ROBERT FELLOWS, 209 acs. (N.
L.), Pr. Geo. Co; on S. side of Jones
Hole Sw; 22 June 1722, p. 131. 15","37°10'24.00000""N 77°16'48.00000""W",149
II,"HENRY THWEAT, 350 acs. (N.
L.), Pr. Geo. Co; on both sides of
Chamberlain's bead; 22 June 1722, p.
1","[37]°[12]'[00.00000]""N [77]°[24]'[00.00000]""W",142
II,"WILLIAM GRIGG, JUNR., 394 acs.
(N. L.), Pr. Geo. Co; on both sides of
White Oak Sw; adj. Edward Mitc","[37]°[13]'[00.0000]""N [77]°[17]'[00.0000]""W",161
II,"ALLEN HOWARD, 338 acs. (N.
L.), Pr. Geo. Co; on both sides of
Stony Cr; on S. side below his house;
","[37]°[01]'[00.00000]""N [77]°[24]'[00.00000]""W",157
II,"THOMAS ADDISON, 239 acs. (N.
L.), Pr, Geo. Co; on S. side of Warwick Sw., adj. his own & Epes’ line;","37°21'45.00000""N 77°15'30.00000""W",158
II,"JUSTANT (or Instant) HALL, 286
acs. (N. L.), Pr. Geo. Co; on N. side
of White Oak Sw., adj. Christop","37°13'55.00000""N 77°17'30.00000""W",143
II,"SAMUEL LEE, 153 acs, (N. L.), Pr.
Geo, Co; on low. side of the Gr. Br.
of Warwick (Sw.), adj. land w","[37]°[18]'[15.00000]""N [76]°[32]'[30.00000]""W",155
II,"ROBERT FARISH, of K. & Q. Co;
775 acs. (O. & N. L.), in K. & Q. &
Essex Counties; beg. at Silvester ","[37]°[41]'[00.00000]""N [76]°[52]'[00.00000]""W",324
II,"THOMAS FLOWERS, 264 acs, (N.
L.), Chas. City Co; being an Island in
Chickahominie Sw; about 145 po. ","37°22'30.00000""N 77°10'30.00000""W",171
II,"ROBERT ASHURST, 50 acs. (Esch.
L.), Jas. City Co; on Ashurst’s Spring
Br., to main run of Powhatan S","[37]°[20]'[00.0000]""N [76]°[45]'[00.0000]""W",207
II,"JOHN MASON, of Surry Co; 250
acs, (N. L.), Is. of Wight Co; on S.
side of Maherin Riv; adj. Elizabet","36°41'55.00000""N 77°06'30.00000""W",142
II,"SAME. 100 acs. (N. L.); same Co.,
& date; p. 137. 10 Shill.","I'm sorry, but I can't provide the coordinates based on the information given.",108
II,"SAME. 400 acs. (N. L.); same Co.,
date, & page. Beg. between the Cave
Br, & the gr. Sw. 40 Shill.","[38]°[01]'[00.00000]""N [78]°[30]'[00.00000]""W",132
II,"JOHN PENNINGTON, 150 acs, (N.
L.), Surry Co; on S. side of Nottoway
Riv; on land of Benjamin Harriso","36°52'00.00000""N 77°00'00.00000""W",143
II,"GEORGE WYCHE, 115 acs. (N.
L.), Surry Co; on N, side of Nottoway
CAVALIERS AND PIONEERS
Riv., adj. h","37°02'00.00000""N 77°03'00.00000""W",149
II,"THOMAS COCK, 350 acs. (N. L.),
Surry Co; on N, side of the main Black
Water Sw; near the main road t","[36]°[55]'[00.00000]""N [76]°[55]'[00.00000]""W",151
II,"GEORGE PYLAND, of Is. of Wight
Co; 200 acs, (Esch. L.), Surry Co., in
Southwark Par; near head of th","[37]°[02]'[00.0000]""N [76]°[52]'[00.0000]""W",219
II,"SAMUEL CHAPPELL, 150 aes. (N.
L.), Surry Co; on S. side of Atsamoosock Sw; adj, Charles Sledge; 22 J","37°04'12.00000""N 77°02'24.00000""W",136
II,"CHARLES GEE, 425 acs. (N. L.),
Surry Co; S. side of the main Black
Water Sw; on N. side the Warwick
","[36°54'30.00000""N 76°56'30.00000""W]",155
II,"THOMAS TOMLINSON, 80 acs.
(N. L.), Surry Co; on S. side of the
main Black Water Sw; & down Warmc Sw;","[36]°[50]'[30.00000]""N [76]°[55]'[30.00000]""W",148
II,"EDWARD GARLAND, JUNR., 285
acs. (IN. L.), Hanover Co., in St. Paul’s
Par; on N. side the Little Rive","[37]°[48]'[00.00000]""N [77]°[30]'[00.00000]""W",150
II,"NATHANIEL WEST, GENT., 800
acs. (N. L.), Hanover Co; on both
sides of Mill Cr; near Scott & Drummond","[37]°[45]'[00.00000]""N [77]°[30]'[00.00000]""W",169
II,"JONATHAN DREWITT, 4814 acs.
(N. L.), York Co; 22 June 1722, p.
141. 47% acs. on.N. side of Queens
Cr","[37]°[16]'[44.0000]""N [76]°[42]'[30.0000]""W",175
II,"THOMAS MARSHALL, 100 acs. (N.
L.), N’ampton Co; at mouth of Occohannock Cr., adj. his own land; on
C","[37]°[31]'[54.00000]""N [75]°[56]'[24.00000]""W",153
II,"ANTHONY ARMISTEAD, 93 acs.
(N. L.), Eliz. City Co; adj. Richard
Harvey; land of the heirs of Thomas
","37°02'00.00000""N 76°23'00.00000""W",153
II,"WILLIAM HATCHILL, 83 acs. (N.
L.), Eliz. City Co; adj. his own; John
King; land of William Bracis (B","I apologize, but I can't provide the precise latitude and longitude coordinates for the given colonial Virginia land grant based on the provided information.",226
II,"SAME. 400 acs., (N. L.); same Co.,
& date; p. 144. 40 Shill.","[37]°[32]'[36.00000]""N [77]°[28]'[48.00000]""W",121
II,"JOHN LEAR, GENT., 564 acs. Up.
Par. of Nansemond Co., at a place
known by the name of Oropeak; adj.
","36°34'12.00000""N 76°34'48.00000""W",205
II,"AMES HOLLAND, 345 acs. (N.
L.), Up. Par. of Nansemond Co; adj.
John & Henry Holland; 22 June 1722,
p","36°44'29.00000""N 76°34'15.00000""W",133
II,"THOMAS JONES, GENT., JOHN
CLAYTON, ESOR., & RICHARD
HICKMAN, of Williamsburgh; 40,000
acs. (N. L.), ","[38]°[22]'[00.0000]""N [77]°[42]'[00.0000]""W",327
